CaseID,Activity,time:timestamp,org:resource,org:role,case:Project,case:Task,case:OrganizationalEntity,case:Cost Type,case:RequestedAmount,case:Activity,case:RfpNumber
5950,,,,,,,,,,,
5950,Request Payment,17.891000296582334,SYSTEM,UNDEFINED,project 503,UNKNOWN,organizational unit 65463,0.0,229.1039389026073,UNKNOWN,request for payment number 181760
5950,,,,,,,,,,,
5951,Request For Payment SUBMITTED by EMPLOYEE,17.878496264152986,STAFF MEMBER,EMPLOYEE,project 147556,UNKNOWN,organizational unit 65463,0.0,586.5073724164165,UNKNOWN,request for payment number 183731
5951,,,,,,,,,,,
5951,Request For Payment APPROVED by BUDGET OWNER,17.88030743871633,STAFF MEMBER,BUDGET OWNER,project 147556,UNKNOWN,organizational unit 65463,0.0,586.5073724164165,UNKNOWN,request for payment number 183731
5951,,,,,,,,,,,
5951,Request Payment,17.881614429354176,SYSTEM,UNDEFINED,project 147556,UNKNOWN,organizational unit 65463,0.0,586.5073724164165,UNKNOWN,request for payment number 183731
5951,,,,,,,,,,,
5952,Request For Payment SUBMITTED by EMPLOYEE,17.878508353989485,STAFF MEMBER,EMPLOYEE,project 147572,UNKNOWN,organizational unit 65468,0.0,23.86244998572853,UNKNOWN,request for payment number 173739
5952,,,,,,,,,,,
5952,Request For Payment APPROVED by BUDGET OWNER,17.878757960112285,STAFF MEMBER,BUDGET OWNER,project 147572,UNKNOWN,organizational unit 65468,0.0,23.86244998572853,UNKNOWN,request for payment number 173739
5952,,,,,,,,,,,
5952,Request Payment,17.880123483009733,SYSTEM,UNDEFINED,project 147572,UNKNOWN,organizational unit 65468,0.0,23.86244998572853,UNKNOWN,request for payment number 173739
5952,,,,,,,,,,,
5953,Request For Payment SUBMITTED by EMPLOYEE,17.878515697246986,STAFF MEMBER,EMPLOYEE,project 147556,UNKNOWN,organizational unit 65469,0.0,8.601025544212712,UNKNOWN,request for payment number 183286
5953,,,,,,,,,,,
5953,Request For Payment REJECTED by EMPLOYEE,17.878671354740288,STAFF MEMBER,EMPLOYEE,project 147556,UNKNOWN,organizational unit 65469,0.0,8.601025544212712,UNKNOWN,request for payment number 183286
5953,,,,,,,,,,,
5953,Request For Payment APPROVED by ADMINISTRATION,17.87873361439275,STAFF MEMBER,ADMINISTRATION,project 147556,UNKNOWN,organizational unit 65469,0.0,8.601025544212712,UNKNOWN,request for payment number 183286
5953,,,,,,,,,,,
5953,Request For Payment FINAL_APPROVED by SUPERVISOR,17.880653008823074,STAFF MEMBER,SUPERVISOR,project 147556,UNKNOWN,organizational unit 65469,0.0,8.601025544212712,UNKNOWN,request for payment number 183286
5953,,,,,,,,,,,
5953,Payment Handled,17.88786924233219,SYSTEM,UNDEFINED,project 147556,UNKNOWN,organizational unit 65469,0.0,8.601025544212712,UNKNOWN,request for payment number 183286
5954,Request For Payment SUBMITTED by EMPLOYEE,17.878577571078626,STAFF MEMBER,EMPLOYEE,UNKNOWN,UNKNOWN,organizational unit 65482,0.0,10.65345233917713,UNKNOWN,UNKNOWN
5954,,,,,,,,,,,
5954,Request For Payment REJECTED by EMPLOYEE,17.881758360472926,STAFF MEMBER,EMPLOYEE,UNKNOWN,UNKNOWN,organizational unit 65482,0.0,10.65345233917713,UNKNOWN,UNKNOWN
5955,Request For Payment SUBMITTED by EMPLOYEE,17.878596796242284,STAFF MEMBER,EMPLOYEE,project 147701,UNKNOWN,organizational unit 65458,0.0,103.97263424321793,UNKNOWN,request for payment number 175137
5955,,,,,,,,,,,
5955,Request For Payment APPROVED by BUDGET OWNER,17.88180596152599,STAFF MEMBER,BUDGET OWNER,project 147701,UNKNOWN,organizational unit 65458,0.0,103.97263424321793,UNKNOWN,request for payment number 175137
5955,,,,,,,,,,,
5955,Request Payment,17.882994926755764,SYSTEM,UNDEFINED,project 147701,UNKNOWN,organizational unit 65458,0.0,103.97263424321793,UNKNOWN,request for payment number 175137
5955,,,,,,,,,,,
5956,Request For Payment SUBMITTED by EMPLOYEE,17.878597827993747,STAFF MEMBER,EMPLOYEE,project 147908,task 159249,organizational unit 65461,0.0,322.60180083569765,activity 505,request for payment number 184298
5956,,,,,,,,,,,
5956,Request For Payment FINAL_APPROVED by SUPERVISOR,17.880280658655558,STAFF MEMBER,SUPERVISOR,project 147908,task 159249,organizational unit 65461,0.0,322.60180083569765,activity 505,request for payment number 184298
5956,,,,,,,,,,,
5956,Payment Handled,17.88786924233219,SYSTEM,UNDEFINED,project 147908,task 159249,organizational unit 65461,0.0,322.60180083569765,activity 505,request for payment number 184298
5957,Request For Payment SUBMITTED by EMPLOYEE,17.878619528919533,STAFF MEMBER,EMPLOYEE,project 147649,UNKNOWN,organizational unit 65463,0.0,485.74660410359473,UNKNOWN,request for payment number 175143
5957,,,,,,,,,,,
5957,Request For Payment FINAL_APPROVED by SUPERVISOR,17.880308262706826,STAFF MEMBER,SUPERVISOR,project 147649,UNKNOWN,organizational unit 65463,0.0,485.74660410359473,UNKNOWN,request for payment number 175143
5957,,,,,,,,,,,
5957,Payment Handled,17.88786924233219,SYSTEM,UNDEFINED,project 147649,UNKNOWN,organizational unit 65463,0.0,485.74660410359473,UNKNOWN,request for payment number 175143
5958,Request For Payment SUBMITTED by EMPLOYEE,17.87863545180325,STAFF MEMBER,EMPLOYEE,project 147546,UNKNOWN,organizational unit 65476,0.0,3.4297086820880147,UNKNOWN,request for payment number 175148
5958,,,,,,,,,,,
5958,Request For Payment APPROVED by BUDGET OWNER,17.87891777435676,STAFF MEMBER,BUDGET OWNER,project 147546,UNKNOWN,organizational unit 65476,0.0,3.4297086820880147,UNKNOWN,request for payment number 175148
5958,,,,,,,,,,,
5958,Request Payment,17.880038541223264,SYSTEM,UNDEFINED,project 147546,UNKNOWN,organizational unit 65476,0.0,3.4297086820880147,UNKNOWN,request for payment number 175148
5958,,,,,,,,,,,
5959,Request For Payment SUBMITTED by EMPLOYEE,17.8788216756942,STAFF MEMBER,EMPLOYEE,project 503,UNKNOWN,organizational unit 65463,0.0,113.70728498941374,UNKNOWN,request for payment number 173495
5959,,,,,,,,,,,
5959,Request For Payment APPROVED by BUDGET OWNER,17.880309567357056,STAFF MEMBER,BUDGET OWNER,project 503,UNKNOWN,organizational unit 65463,0.0,113.70728498941374,UNKNOWN,request for payment number 173495
5959,,,,,,,,,,,
5959,Request Payment,17.889243417677097,SYSTEM,UNDEFINED,project 503,UNKNOWN,organizational unit 65463,0.0,113.70728498941374,UNKNOWN,request for payment number 173495
5959,,,,,,,,,,,
5960,Request For Payment SAVED by EMPLOYEE,17.878861560338876,STAFF MEMBER,EMPLOYEE,UNKNOWN,UNKNOWN,organizational unit 65458,0.0,15.558458261817725,UNKNOWN,UNKNOWN
5961,Request For Payment SUBMITTED by EMPLOYEE,17.878861560338876,STAFF MEMBER,EMPLOYEE,UNKNOWN,UNKNOWN,organizational unit 65458,0.0,15.558458261817725,UNKNOWN,UNKNOWN
5961,,,,,,,,,,,
5961,Request For Payment REJECTED by EMPLOYEE,17.881807332786703,STAFF MEMBER,EMPLOYEE,UNKNOWN,UNKNOWN,organizational unit 65458,0.0,15.558458261817725,UNKNOWN,UNKNOWN
5962,Request For Payment SUBMITTED by EMPLOYEE,17.879101573855593,STAFF MEMBER,EMPLOYEE,project 147843,task 184310,organizational unit 65454,0.0,148.61648535304295,activity 505,request for payment number 184309
5962,,,,,,,,,,,
5962,Request For Payment REJECTED by EMPLOYEE,17.880007272175128,STAFF MEMBER,EMPLOYEE,project 147843,task 184310,organizational unit 65454,0.0,148.61648535304295,activity 505,request for payment number 184309
5962,,,,,,,,,,,
5962,Request For Payment APPROVED by ADMINISTRATION,17.880480787929198,STAFF MEMBER,ADMINISTRATION,project 147843,task 184310,organizational unit 65454,0.0,148.61648535304295,activity 505,request for payment number 184309
5962,,,,,,,,,,,
5962,Request Payment,17.88316971079478,SYSTEM,UNDEFINED,project 147843,task 184310,organizational unit 65454,0.0,148.61648535304295,activity 505,request for payment number 184309
5962,,,,,,,,,,,
5963,Request For Payment SUBMITTED by EMPLOYEE,17.879291268051347,STAFF MEMBER,EMPLOYEE,project 147546,UNKNOWN,organizational unit 65469,0.0,105.62053089148571,UNKNOWN,request for payment number 175154
5963,,,,,,,,,,,
5963,Request For Payment FINAL_APPROVED by SUPERVISOR,17.880056141438097,STAFF MEMBER,SUPERVISOR,project 147546,UNKNOWN,organizational unit 65469,0.0,105.62053089148571,UNKNOWN,request for payment number 175154
5963,,,,,,,,,,,
5963,Payment Handled,17.881963798426195,SYSTEM,UNDEFINED,project 147546,UNKNOWN,organizational unit 65469,0.0,105.62053089148571,UNKNOWN,request for payment number 175154
5964,Request For Payment SUBMITTED by EMPLOYEE,17.880036120096307,STAFF MEMBER,EMPLOYEE,project 148681,UNKNOWN,organizational unit 65458,0.0,2.738505360344516,UNKNOWN,request for payment number 183698
5964,,,,,,,,,,,
5964,Request For Payment FINAL_APPROVED by SUPERVISOR,17.881808566919737,STAFF MEMBER,SUPERVISOR,project 148681,UNKNOWN,organizational unit 65458,0.0,2.738505360344516,UNKNOWN,request for payment number 183698
5964,,,,,,,,,,,
5964,Payment Handled,17.88786924233219,SYSTEM,UNDEFINED,project 148681,UNKNOWN,organizational unit 65458,0.0,2.738505360344516,UNKNOWN,request for payment number 183698
5965,Request For Payment SUBMITTED by EMPLOYEE,17.880059318029236,STAFF MEMBER,EMPLOYEE,project 147556,UNKNOWN,organizational unit 65454,0.0,18.88126308412381,UNKNOWN,request for payment number 184318
5965,,,,,,,,,,,
5965,Request For Payment APPROVED by BUDGET OWNER,17.881471557746583,STAFF MEMBER,BUDGET OWNER,project 147556,UNKNOWN,organizational unit 65454,0.0,18.88126308412381,UNKNOWN,request for payment number 184318
5965,,,,,,,,,,,
5965,Request Payment,17.89483012480957,SYSTEM,UNDEFINED,project 147556,UNKNOWN,organizational unit 65454,0.0,18.88126308412381,UNKNOWN,request for payment number 184318
5965,,,,,,,,,,,
5966,Request For Payment SUBMITTED by EMPLOYEE,17.880061618905167,STAFF MEMBER,EMPLOYEE,project 147556,UNKNOWN,organizational unit 65454,0.0,22.65751570094857,UNKNOWN,request for payment number 183741
5966,,,,,,,,,,,
5966,Request For Payment APPROVED by BUDGET OWNER,17.881469277259008,STAFF MEMBER,BUDGET OWNER,project 147556,UNKNOWN,organizational unit 65454,0.0,22.65751570094857,UNKNOWN,request for payment number 183741
5966,,,,,,,,,,,
5966,Request Payment,17.894829769511052,SYSTEM,UNDEFINED,project 147556,UNKNOWN,organizational unit 65454,0.0,22.65751570094857,UNKNOWN,request for payment number 183741
5966,,,,,,,,,,,
5967,Request For Payment SUBMITTED by EMPLOYEE,17.880068744718674,STAFF MEMBER,EMPLOYEE,project 152786,UNKNOWN,organizational unit 65469,0.0,21.680607930231613,UNKNOWN,request for payment number 172486
5967,,,,,,,,,,,
5967,Request For Payment APPROVED by BUDGET OWNER,17.880102690366886,STAFF MEMBER,BUDGET OWNER,project 152786,UNKNOWN,organizational unit 65469,0.0,21.680607930231613,UNKNOWN,request for payment number 172486
5967,,,,,,,,,,,
5967,Request Payment,17.888772485029552,SYSTEM,UNDEFINED,project 152786,UNKNOWN,organizational unit 65469,0.0,21.680607930231613,UNKNOWN,request for payment number 172486
5967,,,,,,,,,,,
5968,Request For Payment SUBMITTED by EMPLOYEE,17.880134917920547,STAFF MEMBER,EMPLOYEE,project 152745,task 38839,organizational unit 65462,0.0,236.8974667021421,activity 505,request for payment number 183747
5968,,,,,,,,,,,
5968,Request For Payment REJECTED by EMPLOYEE,17.888931200476758,STAFF MEMBER,EMPLOYEE,project 152745,task 38839,organizational unit 65462,0.0,236.8974667021421,activity 505,request for payment number 183747
5968,,,,,,,,,,,
5968,Request For Payment APPROVED by ADMINISTRATION,17.889011969733687,STAFF MEMBER,ADMINISTRATION,project 152745,task 38839,organizational unit 65462,0.0,236.8974667021421,activity 505,request for payment number 183747
5968,,,,,,,,,,,
5968,Request Payment,17.893332435991045,SYSTEM,UNDEFINED,project 152745,task 38839,organizational unit 65462,0.0,236.8974667021421,activity 505,request for payment number 183747
5968,,,,,,,,,,,
5969,Request For Payment SUBMITTED by EMPLOYEE,17.880137235791935,STAFF MEMBER,EMPLOYEE,project 147556,task 183756,organizational unit 65456,0.0,174.95496195922672,activity 505,request for payment number 183755
5969,,,,,,,,,,,
5969,Request For Payment APPROVED by BUDGET OWNER,17.881485480610557,STAFF MEMBER,BUDGET OWNER,project 147556,task 183756,organizational unit 65456,0.0,174.95496195922672,activity 505,request for payment number 183755
5969,,,,,,,,,,,
5969,Request Payment,17.88318636589688,SYSTEM,UNDEFINED,project 147556,task 183756,organizational unit 65456,0.0,174.95496195922672,activity 505,request for payment number 183755
5969,,,,,,,,,,,
5970,Request For Payment SUBMITTED by EMPLOYEE,17.880159298224722,STAFF MEMBER,EMPLOYEE,project 147546,UNKNOWN,organizational unit 65465,0.0,214.58980705768423,UNKNOWN,request for payment number 183762
5970,,,,,,,,,,,
5970,Request For Payment APPROVED by BUDGET OWNER,17.88181508037441,STAFF MEMBER,BUDGET OWNER,project 147546,UNKNOWN,organizational unit 65465,0.0,214.58980705768423,UNKNOWN,request for payment number 183762
5970,,,,,,,,,,,
5970,Request Payment,17.89176791171764,SYSTEM,UNDEFINED,project 147546,UNKNOWN,organizational unit 65465,0.0,214.58980705768423,UNKNOWN,request for payment number 183762
5970,,,,,,,,,,,
5971,Request For Payment SUBMITTED by EMPLOYEE,17.880212297581885,STAFF MEMBER,EMPLOYEE,project 147546,UNKNOWN,organizational unit 65476,0.0,44.55868888032997,UNKNOWN,request for payment number 184324
5971,,,,,,,,,,,
5971,Request For Payment REJECTED by EMPLOYEE,17.88892269090422,STAFF MEMBER,EMPLOYEE,project 147546,UNKNOWN,organizational unit 65476,0.0,44.55868888032997,UNKNOWN,request for payment number 184324
5971,,,,,,,,,,,
5971,Request For Payment APPROVED by ADMINISTRATION,17.917898518487288,STAFF MEMBER,ADMINISTRATION,project 147546,UNKNOWN,organizational unit 65476,0.0,44.55868888032997,UNKNOWN,request for payment number 184324
5971,,,,,,,,,,,
5971,Request For Payment FINAL_APPROVED by SUPERVISOR,17.922106679069856,STAFF MEMBER,SUPERVISOR,project 147546,UNKNOWN,organizational unit 65476,0.0,44.55868888032997,UNKNOWN,request for payment number 184324
5971,,,,,,,,,,,
5971,Payment Handled,17.932491196791275,SYSTEM,UNDEFINED,project 147546,UNKNOWN,organizational unit 65476,0.0,44.55868888032997,UNKNOWN,request for payment number 184324
5972,Request For Payment SUBMITTED by EMPLOYEE,17.88032400422823,STAFF MEMBER,EMPLOYEE,project 147701,task 173746,organizational unit 65458,0.0,14.891976665353258,activity 505,request for payment number 173745
5972,,,,,,,,,,,
5972,Request For Payment APPROVED by BUDGET OWNER,17.88181010958389,STAFF MEMBER,BUDGET OWNER,project 147701,task 173746,organizational unit 65458,0.0,14.891976665353258,activity 505,request for payment number 173745
5972,,,,,,,,,,,
5972,Request Payment,17.892135042876845,SYSTEM,UNDEFINED,project 147701,task 173746,organizational unit 65458,0.0,14.891976665353258,activity 505,request for payment number 173745
5972,,,,,,,,,,,
5973,Request For Payment SUBMITTED by EMPLOYEE,17.88042316839897,STAFF MEMBER,EMPLOYEE,project 147843,task 165616,organizational unit 65461,0.0,169.2269116910042,activity 505,request for payment number 183768
5973,,,,,,,,,,,
5973,Request For Payment FINAL_APPROVED by SUPERVISOR,17.88171696268439,STAFF MEMBER,SUPERVISOR,project 147843,task 165616,organizational unit 65461,0.0,169.2269116910042,activity 505,request for payment number 183768
5973,,,,,,,,,,,
5973,Payment Handled,17.88786924233219,SYSTEM,UNDEFINED,project 147843,task 165616,organizational unit 65461,0.0,169.2269116910042,activity 505,request for payment number 183768
5974,Request For Payment SUBMITTED by EMPLOYEE,17.880430446115913,STAFF MEMBER,EMPLOYEE,project 147546,UNKNOWN,organizational unit 65462,0.0,98.29557544322236,UNKNOWN,request for payment number 183773
5974,,,,,,,,,,,
5974,Request For Payment FINAL_APPROVED by SUPERVISOR,17.888974172711908,STAFF MEMBER,SUPERVISOR,project 147546,UNKNOWN,organizational unit 65462,0.0,98.29557544322236,UNKNOWN,request for payment number 183773
5974,,,,,,,,,,,
5974,Payment Handled,17.908267978008972,SYSTEM,UNDEFINED,project 147546,UNKNOWN,organizational unit 65462,0.0,98.29557544322236,UNKNOWN,request for payment number 183773
5975,Request For Payment SUBMITTED by EMPLOYEE,17.88052185934179,STAFF MEMBER,EMPLOYEE,project 147556,task 28555,organizational unit 65475,0.0,418.9444594561915,activity 505,request for payment number 173513
5975,,,,,,,,,,,
5975,Request For Payment FINAL_APPROVED by SUPERVISOR,17.881744012862008,STAFF MEMBER,SUPERVISOR,project 147556,task 28555,organizational unit 65475,0.0,418.9444594561915,activity 505,request for payment number 173513
5975,,,,,,,,,,,
5975,Payment Handled,17.892275788535773,SYSTEM,UNDEFINED,project 147556,task 28555,organizational unit 65475,0.0,418.9444594561915,activity 505,request for payment number 173513
5976,Request For Payment SUBMITTED by EMPLOYEE,17.880778015576563,STAFF MEMBER,EMPLOYEE,project 147649,task 65269,organizational unit 65469,0.0,199.2076725862524,activity 505,request for payment number 184333
5976,,,,,,,,,,,
5976,Request For Payment FINAL_APPROVED by SUPERVISOR,17.887703780824168,STAFF MEMBER,SUPERVISOR,project 147649,task 65269,organizational unit 65469,0.0,199.2076725862524,activity 505,request for payment number 184333
5976,,,,,,,,,,,
5976,Payment Handled,17.902482055826912,SYSTEM,UNDEFINED,project 147649,task 65269,organizational unit 65469,0.0,199.2076725862524,activity 505,request for payment number 184333
5977,Request For Payment SUBMITTED by EMPLOYEE,17.881324772903678,STAFF MEMBER,EMPLOYEE,project 147556,UNKNOWN,organizational unit 65456,0.0,193.0114570867727,UNKNOWN,request for payment number 173752
5977,,,,,,,,,,,
5977,Request For Payment REJECTED by EMPLOYEE,17.88148242857076,STAFF MEMBER,EMPLOYEE,project 147556,UNKNOWN,organizational unit 65456,0.0,193.0114570867727,UNKNOWN,request for payment number 173752
5977,,,,,,,,,,,
5977,Request For Payment APPROVED by ADMINISTRATION,17.881493282130627,STAFF MEMBER,ADMINISTRATION,project 147556,UNKNOWN,organizational unit 65456,0.0,193.0114570867727,UNKNOWN,request for payment number 173752
5977,,,,,,,,,,,
5977,Request For Payment FINAL_APPROVED by SUPERVISOR,17.889019338369817,STAFF MEMBER,SUPERVISOR,project 147556,UNKNOWN,organizational unit 65456,0.0,193.0114570867727,UNKNOWN,request for payment number 173752
5977,,,,,,,,,,,
5977,Payment Handled,17.892275788535773,SYSTEM,UNDEFINED,project 147556,UNKNOWN,organizational unit 65456,0.0,193.0114570867727,UNKNOWN,request for payment number 173752
5978,Request For Payment SUBMITTED by EMPLOYEE,17.881361608321495,STAFF MEMBER,EMPLOYEE,project 160657,UNKNOWN,organizational unit 65489,0.0,29.4134149232455,UNKNOWN,request for payment number 183778
5978,,,,,,,,,,,
5978,Request For Payment FINAL_APPROVED by SUPERVISOR,17.887655164593653,STAFF MEMBER,SUPERVISOR,project 160657,UNKNOWN,organizational unit 65489,0.0,29.4134149232455,UNKNOWN,request for payment number 183778
5978,,,,,,,,,,,
5978,Payment Handled,17.892275788535773,SYSTEM,UNDEFINED,project 160657,UNKNOWN,organizational unit 65489,0.0,29.4134149232455,UNKNOWN,request for payment number 183778
5979,Request For Payment SUBMITTED by EMPLOYEE,17.881462658671637,STAFF MEMBER,EMPLOYEE,project 147572,UNKNOWN,organizational unit 65458,0.0,69.77951730078195,UNKNOWN,request for payment number 184338
5979,,,,,,,,,,,
5979,Request For Payment FINAL_APPROVED by SUPERVISOR,17.88181196077773,STAFF MEMBER,SUPERVISOR,project 147572,UNKNOWN,organizational unit 65458,0.0,69.77951730078195,UNKNOWN,request for payment number 184338
5979,,,,,,,,,,,
5979,Payment Handled,17.88786924233219,SYSTEM,UNDEFINED,project 147572,UNKNOWN,organizational unit 65458,0.0,69.77951730078195,UNKNOWN,request for payment number 184338
5980,Request For Payment SUBMITTED by EMPLOYEE,17.881471763504607,STAFF MEMBER,EMPLOYEE,project 148309,UNKNOWN,organizational unit 65458,0.0,5.159769271805289,UNKNOWN,request for payment number 173518
5980,,,,,,,,,,,
5980,Request For Payment APPROVED by BUDGET OWNER,17.881812732107484,STAFF MEMBER,BUDGET OWNER,project 148309,UNKNOWN,organizational unit 65458,0.0,5.159769271805289,UNKNOWN,request for payment number 173518
5980,,,,,,,,,,,
5980,Request Payment,17.88894273934145,SYSTEM,UNDEFINED,project 148309,UNKNOWN,organizational unit 65458,0.0,5.159769271805289,UNKNOWN,request for payment number 173518
5980,,,,,,,,,,,
5981,Request For Payment SUBMITTED by EMPLOYEE,17.881515794747315,STAFF MEMBER,EMPLOYEE,project 148681,UNKNOWN,organizational unit 65465,0.0,5.765431815913741,UNKNOWN,request for payment number 183783
5981,,,,,,,,,,,
5981,Request For Payment FINAL_APPROVED by SUPERVISOR,17.88181607452955,STAFF MEMBER,SUPERVISOR,project 148681,UNKNOWN,organizational unit 65465,0.0,5.765431815913741,UNKNOWN,request for payment number 183783
5981,,,,,,,,,,,
5981,Payment Handled,17.892275788535773,SYSTEM,UNDEFINED,project 148681,UNKNOWN,organizational unit 65465,0.0,5.765431815913741,UNKNOWN,request for payment number 183783
5982,Request For Payment SUBMITTED by EMPLOYEE,17.881545765060594,STAFF MEMBER,EMPLOYEE,project 152803,UNKNOWN,organizational unit 65461,0.0,5752.051445379307,UNKNOWN,request for payment number 172492
5982,,,,,,,,,,,
5982,Request For Payment APPROVED by SUPERVISOR,17.888976300002312,STAFF MEMBER,SUPERVISOR,project 152803,UNKNOWN,organizational unit 65461,0.0,5752.051445379307,UNKNOWN,request for payment number 172492
5982,,,,,,,,,,,
5982,Request Payment,17.89167285339676,SYSTEM,UNDEFINED,project 152803,UNKNOWN,organizational unit 65461,0.0,5752.051445379307,UNKNOWN,request for payment number 172492
5982,,,,,,,,,,,
5983,Request For Payment SUBMITTED by EMPLOYEE,17.88159598218193,STAFF MEMBER,EMPLOYEE,project 503,UNKNOWN,organizational unit 65463,0.0,82.4577105795502,UNKNOWN,request for payment number 173524
5983,,,,,,,,,,,
5983,Request For Payment REJECTED by EMPLOYEE,17.88191029195445,STAFF MEMBER,EMPLOYEE,project 503,UNKNOWN,organizational unit 65463,0.0,82.4577105795502,UNKNOWN,request for payment number 173524
5983,,,,,,,,,,,
5983,Request For Payment APPROVED by ADMINISTRATION,17.882870710517476,STAFF MEMBER,ADMINISTRATION,project 503,UNKNOWN,organizational unit 65463,0.0,82.4577105795502,UNKNOWN,request for payment number 173524
5983,,,,,,,,,,,
5983,Request Payment,17.883778391816215,SYSTEM,UNDEFINED,project 503,UNKNOWN,organizational unit 65463,0.0,82.4577105795502,UNKNOWN,request for payment number 173524
5983,,,,,,,,,,,
5984,Request For Payment SUBMITTED by EMPLOYEE,17.88160054257402,STAFF MEMBER,EMPLOYEE,project 147582,UNKNOWN,organizational unit 65465,0.0,34.81909027051115,UNKNOWN,request for payment number 173532
5984,,,,,,,,,,,
5984,Request For Payment APPROVED by BUDGET OWNER,17.88181831994528,STAFF MEMBER,BUDGET OWNER,project 147582,UNKNOWN,organizational unit 65465,0.0,34.81909027051115,UNKNOWN,request for payment number 173532
5984,,,,,,,,,,,
5984,Request Payment,17.89191515705371,SYSTEM,UNDEFINED,project 147582,UNKNOWN,organizational unit 65465,0.0,34.81909027051115,UNKNOWN,request for payment number 173532
5984,,,,,,,,,,,
5985,Request For Payment SUBMITTED by EMPLOYEE,17.881640830848802,STAFF MEMBER,EMPLOYEE,project 147701,UNKNOWN,organizational unit 65461,0.0,116.1099792167472,UNKNOWN,request for payment number 173538
5985,,,,,,,,,,,
5985,Request For Payment FINAL_APPROVED by SUPERVISOR,17.888977763575483,STAFF MEMBER,SUPERVISOR,project 147701,UNKNOWN,organizational unit 65461,0.0,116.1099792167472,UNKNOWN,request for payment number 173538
5985,,,,,,,,,,,
5985,Payment Handled,17.908267978008972,SYSTEM,UNDEFINED,project 147701,UNKNOWN,organizational unit 65461,0.0,116.1099792167472,UNKNOWN,request for payment number 173538
5986,Request For Payment SUBMITTED by EMPLOYEE,17.881694351740016,STAFF MEMBER,EMPLOYEE,project 148681,UNKNOWN,organizational unit 65458,0.0,29.49508891662528,UNKNOWN,request for payment number 184343
5986,,,,,,,,,,,
5986,Request For Payment FINAL_APPROVED by SUPERVISOR,17.881813691983684,STAFF MEMBER,SUPERVISOR,project 148681,UNKNOWN,organizational unit 65458,0.0,29.49508891662528,UNKNOWN,request for payment number 184343
5986,,,,,,,,,,,
5986,Payment Handled,17.88786924233219,SYSTEM,UNDEFINED,project 148681,UNKNOWN,organizational unit 65458,0.0,29.49508891662528,UNKNOWN,request for payment number 184343
5987,Request For Payment SUBMITTED by EMPLOYEE,17.88171289995193,STAFF MEMBER,EMPLOYEE,UNKNOWN,task 153170,organizational unit 65465,0.0,1470.2029505303478,activity 505,UNKNOWN
5987,,,,,,,,,,,
5987,Request For Payment REJECTED by EMPLOYEE,17.88182279362113,STAFF MEMBER,EMPLOYEE,UNKNOWN,task 153170,organizational unit 65465,0.0,1470.2029505303478,activity 505,UNKNOWN
5988,Request For Payment SUBMITTED by EMPLOYEE,17.881725070957643,STAFF MEMBER,EMPLOYEE,project 147556,UNKNOWN,organizational unit 65454,0.0,202.8363638916832,UNKNOWN,request for payment number 175159
5988,,,,,,,,,,,
5988,Request For Payment FINAL_APPROVED by SUPERVISOR,17.887516851867918,STAFF MEMBER,SUPERVISOR,project 147556,UNKNOWN,organizational unit 65454,0.0,202.8363638916832,UNKNOWN,request for payment number 175159
5988,,,,,,,,,,,
5988,Payment Handled,17.892275788535773,SYSTEM,UNDEFINED,project 147556,UNKNOWN,organizational unit 65454,0.0,202.8363638916832,UNKNOWN,request for payment number 175159
5989,Request For Payment SUBMITTED by EMPLOYEE,17.881735956168257,STAFF MEMBER,EMPLOYEE,project 147546,UNKNOWN,organizational unit 65464,0.0,56.99999286815939,UNKNOWN,request for payment number 184352
5989,,,,,,,,,,,
5989,Request For Payment FINAL_APPROVED by SUPERVISOR,17.891830837697313,STAFF MEMBER,SUPERVISOR,project 147546,UNKNOWN,organizational unit 65464,0.0,56.99999286815939,UNKNOWN,request for payment number 184352
5989,,,,,,,,,,,
5989,Payment Handled,17.902482055826912,SYSTEM,UNDEFINED,project 147546,UNKNOWN,organizational unit 65464,0.0,56.99999286815939,UNKNOWN,request for payment number 184352
5990,Request For Payment SUBMITTED by EMPLOYEE,17.881768062563882,STAFF MEMBER,EMPLOYEE,project 147546,UNKNOWN,organizational unit 65465,0.0,13.959920492268086,UNKNOWN,request for payment number 172498
5990,,,,,,,,,,,
5990,Request For Payment APPROVED by BUDGET OWNER,17.88182745582141,STAFF MEMBER,BUDGET OWNER,project 147546,UNKNOWN,organizational unit 65465,0.0,13.959920492268086,UNKNOWN,request for payment number 172498
5990,,,,,,,,,,,
5990,Request Payment,17.893679209396264,SYSTEM,UNDEFINED,project 147546,UNKNOWN,organizational unit 65465,0.0,13.959920492268086,UNKNOWN,request for payment number 172498
5990,,,,,,,,,,,
5991,Request For Payment SUBMITTED by EMPLOYEE,17.88180189915509,STAFF MEMBER,EMPLOYEE,project 147531,task 15842,organizational unit 65463,0.0,52.46690459515952,activity 505,request for payment number 173543
5991,,,,,,,,,,,
5991,Request For Payment FINAL_APPROVED by SUPERVISOR,17.88211533885603,STAFF MEMBER,SUPERVISOR,project 147531,task 15842,organizational unit 65463,0.0,52.46690459515952,activity 505,request for payment number 173543
5991,,,,,,,,,,,
5991,Payment Handled,17.88786924233219,SYSTEM,UNDEFINED,project 147531,task 15842,organizational unit 65463,0.0,52.46690459515952,activity 505,request for payment number 173543
